,reviews,date,rating
59,"Having been to Germany before, specifically to Hofbrau in Munich, I had to return.  For those that don't know what the experience is like in a German Beer Hall, it's amazing but daunting at first.  You share tables with anyone that fits at it. Typically four or five people to a side. So don't get weirded out that a group of people you don't know sat with you or the only place to sit is with people you don't know, that is all part of the experience.  Hofbrau is a busy place. Like super busy. You will find seating, but you have to be ready for the motion and energy in there.  There is constant movement, great music, toasting, and a good high energy.  The food is classic Bavarian fare. Europe doesn't over sugar everything like we do in America, but it makes it taste better because you can't mask flavors with sugar.  We want during Oktoberfest, so there was a lot of the same items across the board, probably for ease of making large quantities.  All in, the food and beer in Munich is world class. Ok, on to the food.  We had pork knuckle, German meatloaf, and Spätzle. The pork knuckle was amazing. It comes out on two bones so you have to work at it to get the meat off, but each bite was worth it. The potato dumpling that came with it was an unexpected consistency. It was really good, just didn't expect it to have an actual dumpling consistency. The meatloaf was good, but man did it get amazing when I put the mustard on it that came with it.  It looked like bologna, but it was just a really flavorful meatloaf.  The breading or crust on the outside of it added to the flavor and experience as a whole.  Spätzle was new to us, but it was love at first bite.  It's like a Mac and cheese, but the ""noodles"" are more like a dough so they taste fantastic with whatever is put on them.  We had multiple versions on our trip and were never disappointed. If you're in Munich, it's in your best interest to hit up Marienplatz for the Glockenspiel, then mosey around the corner to this amazing brew house. Hofbrau never disappoints.","Sep 29, 2022",5.0
60,"Cool beer hall but good luck finding a seat during dinner time, almost a seat yourself if you can find a seat in this giant maze of tables and rooms. Our waiter was rather pushy as we didn't know what we wanted to order after finding a seat. He also kept repeating a tip option while we were paying. The food was ok, very hot plates with room temperature food. Also watch where you're walking, the waiters/waitresses will nearly knock you out with their trays","Dec 12, 2023",3.0
61,"I decided not to eat here last time I was in Germany with my mother but this time I was here with my fiancee on a business trip with him, so we joined several of his co-workers for dinner here one night. The inside is beautiful and they are almost always crowded.  It has about three levels which I didn't realize before, so we ended up eating upstairs and there was plenty of seating. The menu is loaded with typical Bavarian dishes. So think meat, potatoes, pretzels, more meat, and carbs, carbs, carbs.  LOL. I don't drink alcohol so I didn't try that - but we did order a starter for the table of some typical items which consisted of pretzels, bread, meat, cheese, and some mixture of cheese and butter and eggs like a spread that was absolutely delicious (and I'm sure not healthy at all but hey, it's vacation).  I chose the beef goulash served with a side of spaetzle and it was not good.  My fiancee had ordered goulash while we were in Salzburg for my birthday a few days prior and it was delicious and flavorful but this was nothing like that.  Tasted like it came out of a can and the spaetzle was rubbery and flavorless.  My fiancee ordered pork knuckle and I tasted it, it was pretty decent but super fatty and I was just pretty much grossed out overall by the dishes. Fortunately, I ordered a side salad that was pretty good and it was my savior for the meal. I ordered the apple strudel as well and didn't enjoy it.  It was just not high quality. We had a good time and service was very good and, at the end, a huge party of locals came upstairs and started playing their own instruments to rival the rivalry that happens on the first floor, so that was pretty cool. We stayed 9 days in Munich so I was pretty familiar with the city and local area by the time we left having walked around for days and dined all over the place for three different meals a day. It's an experience to enjoy a meal and a few beers in this historic building established by the kings of Bavaria that dates back hundreds and hundreds of years.  I googled the hofbrauhaus after we ate here and was impressed with everything I discovered, so it's worth a visit, but the food was not at all as good as you can find in the rest of Munich.  I'd recommend you come for a drink, enjoy the music, and dine somewhere else!","May 18, 2022",3.0
62,"The same aspects that make this a staple of Munich and a must-see for any one visiting also leave me giving only 3 stars. We are glad we went and experienced this famous beer hall but have no reason to visit again. The younger me might have completely loved the atmosphere 10+ years ago but in our old age, we learned that finding a small, local beer hall to explore was more our speed. The Hofbrauhaus is massive, loud, crowded, and full of beer. The tables are shared by multiple parties, people are cramped in, and trying to walk through the aisles to tables is an adventure. The servers are constantly scrambling and carrying handfuls of mugs - they are also not the friendliest or helpful for this reason. You should viisit and experience this place, but for us, once was enough.","Jan 17, 2023",3.0
63,"I mean, you have to go here. Its big. It's crowded. Its wonderful. Get a liter and hang a while. It's touristy, but this is why you came. Service is steady, so be patient. Food comes quickly once you order, and the beer never stops.","Jan 24, 2023",5.0
64,"Probably the most famous dining/party establishment in Germany! This is the original home of the smiling ladies with their arms full of beer steins. The restaurant is HUGE. Indoor space, outdoor space, multiple levels, multiple rooms. One COULD get lost, if they aren't paying attention!Delicious food and THE home of Hofbrauhaus beer, have you really seen Munich if you haven't been here? I'd say no, but I say a lot of things when I'm drunk, so..... The gift shop is outstanding, with all kinds of fun stuff for sale. It's a great place to pick up some head gear for Oktoberfest.Another must-see in Munich if, for nothing else, to at least say, ""Yeah, I've been there!""7/2022","Apr 4, 2022",5.0
65,You need to go to this place for the experience!  First you come in and you kinda seat yourself.  You look for an open spot and grab it.  Then your server comes and will give you the menu to look over and will come back for your order.  You have to order the large beer because that's what they are known for.  While your are waiting for your beer a gal comes around and sells bread and pretzels from her basket.  The pretzels are legit and cost about 5euros.  They only take cash.  The restaurant itself takes credit card.   The food is decent pricing and our group tried a lot of dishes on the menu. Downside is that it's pretty salty but I figure it's because they want you to drink more beer lol.The ambiance is definitely why you go there. The band in the front plays ofter and makes it super loud and fun.  Will I go back?  If I have new guests going with me to Germany then I would definitely take them here.,"Jun 9, 2022",4.0
66,"Lively atmosphere! Be prepared to wait an extended time for service, however a must visit while in Munich! Food was good, and the beer was flowing!","Oct 11, 2023",3.0
67,"A Munich institution. It's always busy, so you may have trouble finding a seat. Tasty food and great beer.  The live music is fun but can be LOUD. We come here every time we're in Munich.Supposedly the 1st floor has quieter options with large tables but it was closed when last we went.","Jul 26, 2023",4.0
68,"Tourists from all over the world converge on this madhouse - but the music is always good and the atmosphere is always weird.  Screaming, angry waitresses from Bosnia scold you for sitting down at their tables while drunk tourists spill beer all over your 1000 dollar lederhosen- it's cool though otherwise why go at all?  We used to run Stammtisch parties here so it can' be all bad...I don't know how to explain this place: it sucks and is fun at the same time but you have to have 4 Augustiners somewhere else to get through the culture shock upon arrival","Jan 31, 2024",4.0
69,"You come here for the histort, ambiance, and the beer!!!The good was good but not great.  The large pretzel was fresh and soft.  Great with some mustard.I had the wienerschnitzel with a knudel as a side.  Overall, it was average.  Friend had the sausages and they were good.You have to go here at least once in your life.","Feb 22, 2022",4.0
70,"Lively, energetic experience at the Hofbrauhaus and luckily visited during a time that was not very busy (off peak lunch time). Servers were still extremely busy, and hats off to them for how they carry all the beer in the 1L mugs. Food was flavorful, though perhaps not plentiful in portion. Menu was in English and even had allergen notices. Well organized. Many different areas to sit throughout the restaurant.Would recommend.","Jan 6, 2023",5.0
71,Always a must when you come to Munich! Be prepared to hunt for a table. They now make you pay right away when you order. Band needs to stop taking so many breaks.,"Oct 8, 2022",4.0
72,"This is the original Hofbrauhaus. A pilgrimage for the man. Having been to the copies in Las Vegas and Kentucky, this one is the best. The food was awesome compared to the copies. The man had the schweinshaxe and I enjoyed the Kasespatzle.","Apr 14, 2023",5.0
73,Food was good.  Beer and atmosphere were great.  Very busy place.  We were kind of snatched up by a waiter as soon as we walked in the door so really didn't get to explore or check out the beer garden.  Gift shop is very small.,"Jul 9, 2023",4.0
74,"Amazing place and a must see in Munich! We stopped by, got some huge beers and a big pretzel. It's also got live music and people dancing around. Humongous building and the food looked great but we showed up only 2 min after 10pm and the kitchen was closed and the wait staff was completely inflexible. It was such a shame, so we ended up getting McDonald's instead. Otherwise a great time","Apr 21, 2023",4.0
75,"Worth visiting as a tourist to see an authentic beer garden. Our food was yummy - soup was very flavorful, the sausage was so-so. We also ordered a bread basket (not pictured) that was delicious! Of course you have to get a beer while you're here :) Try to beat the huge tourist crowds & go just before normal lunch time, or wait it out and go a little after. Live music, crowded but not annoyingly so, and our server was fine. Not rude just not overly chatty haha. Cool place!","Aug 14, 2023",3.0
76,"Good for a tourist experience but do not expect good customer service - or food for that matter. In fact, prepare to be treated as a nuisance. Eat before you go.","Jan 1, 2024",1.0
77,"Traditional German beer hall culture and food, a lots of meat, open market environment, a lots people usually, is a must to visit in my view for visitors. Casual and easy.","Dec 22, 2023",4.0
78,"This is a must-see if you're visiting Munich.Having only been to their two locations in Ohio, I had to stop by. The scene is slightly chaotic but the energy is magnetic.My friend and I were afraid we wouldn't get a seat because it was tremendously crowded but fortunately we found a table right away. Our very attentive server came and took our drink orders right away. We tried both the light and dark Radlers featured on the menu. They come in one size: HUGE! They were delicious drinks but the atmosphere is what made the experience. The live oompa music and the staff in their Bavarian attire created that German atmosphere that we were seeking.I would also like to point out that they have a very nice gift shop and I was pleasantly surprised by the reasonable prices.Definitely check this place out!","Oct 20, 2021",5.0
79,"Germany indeed has the best beer and this tavern serves it. The most memorable thing i ate is their Kasespatzle. (Photo attached) creamy, savory goodness! Their specialty is also their sausages and pork knuckles. They were ok. Maybe i had high expectations. :) The servers were nice and there were ladies dressed in oktoberfest fraulein outfits offering pretzels. There was music and clapping. Overall it was a fun experience. The place was packed but we were able to get a table right away.","Mar 20, 2023",4.0
80,"Just horrible bad service waited thirty minutes for service the waiters are rude then we left because we gave up.10 out of 10 would not recommend ,got this app just for this review.","Mar 30, 2024",1.0
81,"Lots of fun, great food and beer. I went here during Oktoberfest and it was an experience. My waiter was super nice so we were fortunate.","Oct 19, 2023",5.0
82,"This is the brewhouse you must absolutely check out on a trip to Munich! It's big, it's historical, the beer/food is delicious, and Adolf Hitler announced the official program of the Nazi Party to a meeting of around 2,000 people at the Hofbräuhaus on 24 February 1920. The last part is from Wikipedia and everyone usually mentions Hitler when talking about this joint.I enjoyed this place so much I bought the 425 Year Anniversary Hofbräuhaus Beer Stein for like $300. My dreams pretty much came true checking this place out so I thought it was justified.I get it--it's touristy, can be pricey, and there are probably better places if you're just looking to grab a beer and food without the craziness. However, my recommendation to you is that you come here for the energy, Germany band, cheers, and amazingness that is the historical Hofbräuhaus!","Oct 2, 2021",4.0
83,"Came here to experience the original Hofbrauhaus.  Was pretty tempered down because of covid, and can only imagine how loud and viby it may be during normal times. Beer was deliciousFood was average - would not come here specially for the food","Feb 2, 2022",4.0
84,"How to even begin describing HB?? This place is huge and wild and fun and unforgettable! We visit each time we're in Munich sometimes multiple times a trip because the atmosphere cannot be replicated. They are checking vaccine status and require masks when walking around. Once you're given the OK you walk around to find a table. Completely seat yourself and you often times have to sit at tables with other parties because the tables are large and can accommodate multiple groups. Definitely not the time to be shy! Step up and get in there or you won't find a table. The servers are very busy and don't come around super often. Try to have your order ready as soon as possible. They have menus in MANY different languages, so don't hesitate to ask if you're having difficulty. The menu is definitely smaller with fewer offerings than was was offered pre-Covid. For instance I was in LOVE with the roast fest chicken and unfortunately that is no longer on the menu. We ordered the Nuremberg sausages with sauerkraut and the potato soup. The soup was absolutely delicious! Creamy and warm. Perfect for a winters night. We also ordered several liters of beer and that beer is truly the best. You can order the weisse beer in a liter even though the menu does not list it out. They accept cash and card, but you have to walk with your server to the pay station if you want to pay with card. They often have live music on a little stage. Very traditional German fest music which makes the space even more lively and entertaining! Hofbräuhaus is a must visit during your stay in Munich! It's touristy, but it truly is a one of a kind experience!","Jan 6, 2022",4.0
85,"Must try Munich experience, get the grilled pork knuckle and the white sausage. They have excellent pretzels to accompany the big portion of  meat.  Find an open seat that is not reserved and they will take your order.  Very lively and touristy. What a great experience.","Aug 30, 2022",3.0
86,"You have to go while in Munich, despite how touristy it can be (it's touristy for a reason, right?). Beer is fantastic and so is the food. The service is hit or miss. I came in at 11am when they opened and my wife and I seated at one of the tables. One of the ladies assuming a waitress scolded at us for sitting at a big table and should sit at the small ones. Looking around, all the tables are the same size and saw some people with 2-3 sitting at the same ones we sat at. I was nearly annoyed and felt like we were not welcomed. My wife was ready to just leave and annoyed I asked a waiter what is their definition of a small table because we were told we were not welcomed to sit at the longer ones. He gestured to sit at his area and it's ok to sit at the big table. Obviously he was way more friendly and attentive. He took our orders and served our drinks and food rather quickly. Because of his willingness, I left a nice tip for him. Overall, a positive experience despite the first encounter with the waitress. Would I come back? Perhaps, but there are other places to try too. Now that I've been here, I can go check out other brew houses since there are so many.","Dec 7, 2023",3.0
87,"TIP: they do not seat you, find your own table. The tables with the paper tents on them are reserved! Definitely a tourist destination, it was fun, loud and full of energy. If we hadn't done the Third Reich Tour I'm not sure we would have come here (Hitler would give speeches here and up until the early 2000's the SS was still on the ceilings). We ordered the Spaetzle (no photo) pork sausage and sauerkraut and of course beer (light and dark). All were fine. There were vendors walking around selling giant pretzels and chocolate cookies (paid separately and cash only). The atmosphere is what makes this place great, our server, Mohammed (sp?) was a blast!","Jun 4, 2023",3.0
88,"A fun experience. Good beer, good service, reasonable prices. The band makes for a lively atmosphere.Go find yourself a seat. Folks are friendly and will make room for you.","Oct 30, 2022",5.0
89,"The menu is very limited and seasonal, the ambiance extremely loud and chaotic. We didn't get to try the food as it was super crowded. Seems like this is a great place to enjoy beer as they have a huge variety.","Apr 14, 2023",3.0
90,"You know it's going to be touristy, but honestly I really enjoyed it here. Very boisterous, loud, beer hall with awesome food. We headed here right after our flight and it was an excellent first meal. Also really great for people watching and soaking in the city.","Jul 2, 2022",5.0
91,Place is amazing.  A definite stop for any tourist in Munich.  One of if not the largest bier garden in Munich.  Place was packed and to be fair I didn't order food so I can't comment on that.  The beer was very good and atmosphere with band playing was electric.  Don't expect good service as this place is mobbed and staff just simply get overrun by the crowds.  But if you are looking for a nice Bavarian beer hall experience with music and atmosphere this is the place to stop.,"Jul 6, 2023",4.0
92,"People have called this a tourist trap, but I only think that term applies to places that get unjustified hype. In our opinion, this place deserves the hype. There's a beer for everyone. I personally don't like the after taste of most beers, so I went with the radler, which is mixed with lemonade. It was so good! I got the pork knuckle because it's the specialty of the area, and it didn't disappoint. Tender and flavorful. Definitely recommend trying it! The vibes were just so fun, and it really made for the best last day in Munich for us. Open seating and shared seating, meaning you find open seats and sit at a table with strangers. I usually wouldn't be a fan of this, but when traveling it makes it fun because it feels like you have to talk to the people at your table. So we got to meet new people and ask them about their beer and food choices. There was a live band when we were there, which just brought it all together. 10/10 we will definitely come back if we ever find ourselves back in Munich!","Nov 10, 2023",5.0
93,This is definitely a must stop while in Munich! The atmosphere is loud and fun! Get ready to grab any seats available with your group or share with another group. The music is festive and definitely has a Bavarian Beer Garden vibe. Stick with the traditional menu items and they won't disappoint.,"Apr 14, 2023",5.0
94,Great experience!! Great tourist spot !! Be prepared to wait for a table once seated service moved pretty fast. Food was great had  the pork shank. Family style dining.,"Mar 24, 2023",4.0
95,"I wouldn't have cared to visit this ""tourist trap"", but my s.o. insisted, so now I'm sitting in a loud hall with the temperature and humidity of a sauna.The food is decent, though not really worth a detour.The waiter insisted that we pay as soon, as our food was delivered, apparently this is the only way to manage the chaos in this big and noisy place. Food and drink delivery was pretty fast though, so no complaints there.All in all this isn't a place I'd care to visit again.","Sep 18, 2023",2.0
96,Such a fun atmosphere! A must visit on your trip. The band was entertaining and lively and the people were so friendly and fun.,"Oct 18, 2023",5.0
97,"Food was good, service ok and lots of beer. Classic German bier Hall. It was a bit warm the early evening we were there but lots of activity.","Oct 1, 2023",4.0
98,Simply the best. I had 15 hrs layover in Munich and decided to experience beer culture in Germany. Awesome atmosphere; best food and of course the beer !!!,"Jan 8, 2023",5.0
99,"The food is just OK, but if you go to Munich, you have to have a beer and experience the Hofbrauhaus!","Jun 13, 2022",5.0
100,"Worth it. Built in 1589, Hofbräuhaus is one of the oldest taverns in the heart of Munich. Believe it or not, Adolf hitler even gave a speech founding the national socialists party. Try the Hofbrau original beer. A Radler is a good as well if you're not a beer fan. We ordered the white sausage as a side, The mustard that's served with the sausage was prime. 4 stars due to the service being awfully slow. It took us nearly minutes to get served and another 30 to get our sausage. They made up for it by being super friendly. I recommend buying of one the huge 1 liter glasses to take a home as a souvenir at the gift","Dec 23, 2021",4.0
101,An awesome beer hall that gets really crowded and loud but the food and drink more than make up for it. If you can (or are willing to try) speak German with your waiters and you will get better service I think. Don't be a jerk - that's how you get poor service. The Schweinshaxe is the best item here although the roast chicken is also very good. Love their dumplings. The Dunkle beer is my favorite but the Weiße is quite nice too. Pretzels were a bit dry and you have to ask for mustard - they don't just bring it with the pretzel. The desserts are just ok but you don't really expect Apfelstrudel to be amazing at a beer hall right?My youngest kid got a little toy pack with anime stickers at the end from the waiter because it was Christmas - so sweet of them!Highly recommend,"Dec 25, 2022",5.0
102,Seasonal beer is tasty and the food delicious. Shoutout to the musicians that keep the ambiance totally Bavarian!!! Server was efficient. Try it all!!,"Jan 4, 2024",5.0
103,"Been here many times-never ate more than the pretzel (omg).  Beer, beer, beer-that's what this is all about. Bavarian brass band playing live, a pretzel (even if the Germans font understand putting mustard on it) and a mug in the bier garten is truly a joy.","Mar 22, 2022",5.0
104,"You can't be a tourist in Munich without visiting the famous Hofbräuhaus. If you're in the Marianplatz area the beer house is approximately a 5-10 minute walk depending on your physique.  The two of us visited Hofbräuhaus on the whim in the evening with no reservations. This place is loud with music, laughter, and chatter. Our waiter gave us more than enough time to figure out what we wanted to drink and eat. He also gave us the run down on what's what on the menu since he originally handed us a German menu. The food arrived quick and piping hot. The portions are quite big so with a few pints of beer and a platter full of meat (I had their grilled sausages platter and schnitzel platter) and you're destined to go home full, bloated, and sleepy. If you're in Munich you have to visit this place just for the fun atmosphere.","Jan 20, 2022",4.0
105,"The place is wildly packed. But for good reason. The inside looks great and really transports you. I really felt like I was chilling in game of thrones eating huge slabs of meat and drinking beer taller than my head. It was a great experience and a very memorable location. It's very hard to get a good table. Plant to possibly wait a bit. I didn't get to sit in the main hall but we were able yo walk through it. There are other slightly more cozy areas to sit if that's what you want. I enjoyed the food. Next time I go I would try a lighter beer, as I do tend to prefer those.","Jan 7, 2022",4.0
106,"Genuinely awful. If you want a beer hall experience and are willing to overlook bad food and bad service, by all means, go ahead, but don't expect much.","Jan 4, 2024",1.0
107,"beautiful part of munich but don't expect much from the staff. you will get ""don't bother me with that"" if you want mustard with the pretzel. the pretzel lady will tell you to get from waiter and the waiter will tell you, basically, to go fuck yourself. the food that we did manage to get was super, but they apparently don't have a very good way to get the food to you, or at least have a distinctly hostile attitude. i can't fault the hostility of the waiter/waitress too much because they are super overcrowded, so good luck getting that second, very overpriced beer...","Jul 24, 2023",2.0
108,"If you're visiting Munich/Munchen, go here! A trip is not complete without going here. The food is good, the music is live & the staff is quick. Schnitzel! I love schnitzel! I tried Schnitzel in Switzerland and it is way better here by a million miles. Vienna sausage! Real Vienna sausage! The casing is so crisp and the sausages are super smooth and flavorful. Visit, you won't regret it!","Nov 8, 2021",4.0
109,"Tourist trap where the service was just horrible.  There was no air conditioning so it was not comfortable. The food was ah; and bier is bier, but their bier had nothing but maybe a history to it.  I would not go back or recommend even if invited and paid for me...","Jul 16, 2023",1.0
110,"So if you're looking for a place to drink this is it! If you're looking for a quiet meal with friendly service keep going.This place is an icon! This lively tavern has been copied it in Las Vegas and other major cities. I've been to the one in Vegas, in Munich you just sit wherever, with who ever. It was different.You've got to flag down a server for beer or food like you've been stranded and have a medical emergency.The food was good, as expected, nice to have an English menu. Nothing was bad to include the beer. Only stars removed for service, as it was early (1745) on a Friday night,Sadly, this is also where Hitler announce to a few thousand people that he was forming a party back in 1920....so I guess you could say it is good for parties. Someone from the restaurant might want to have that fact removed from Wikipedia.","Nov 26, 2021",3.0
111,This beautiful pub situated in the heart of Munich was so much fun! The band was poppin' & the food was excellent & the beer was flowing! The people; from the band members to the servers to the clientele were all so much fun! What a party!,"Oct 10, 2022",5.0
112,I had an amazing experience here. I dont even like beer. I ended up throwing up in the bathroom and going back to drinking. My friend jumped in with the polka band. They let him play one of their horns. It was epic.,"Aug 13, 2022",5.0
113,"This noisy, boisterous fun venue captured the essence of the German beer hall.  Beer was great (huge stein!) and the sausages with sauerkraut and mustard hit the spot.  Be advised...the servers don't come up to you to take your order! A good 30 min almost if trying to flag a server down appears par for the course.  But it's all part of the experience!","Jan 2, 2024",4.0
114,"After seeing all the reviews and recommendations on every travel site, we decided that it was a must stop while in Munich. We sat ourselves on the upper level patio and the staff provided English menus to us. We ordered some Radlers, munich sausages, the pork knuckle and roast pork crackle. Don't order pretzels on the menu. Instead, wait for the vendors to walk around and sell them. They are huge and 5€ each. Plan on bringing cash for that! The food was so good that we went twice during our stay. Our 2nd time around, seating was very limited but people are constantly going in and out so be patient and don't be afraid to sit at a table that hasn't been cleared yet. They accept cash or card. If I ever end up in Munich again, I will definitely be back.","Aug 14, 2022",5.0
115,"What a terrible experience. The food was adequate, but the service made the experience unpleasant. It was bad enough that the waiters were yelling at each other, but then our waiter was exceptionally rude with us. He actually yelled and swore when we wanted to split the bill. A waitress told him that it would be easy to do, but he continued to berate us until a manager finally intervened and allowed us to pay. It was a very upsetting experience. I would not recommend this restaurant to anyone as long as they treat customers so disrespectfully.","Jun 28, 2023",1.0
116,"The manager or the person in charge stated to our groupThat u were a half hour late I am sold out anyway "" get out and I don't care"" I can't help u"", I am a retired police officer in the US and I an assure u I am a good witness , the majority of our group are seniors , the overall conduct of your senior staff was deplorable and very disappointing , I hope u speak to your staff because your actions tonight was very upsetting","Sep 10, 2022",1.0
117,"Great experience.  You do get close to people in the general area, but this is very much a part of the appeal.  We had a wonderful and delicious dinner.   Certainly worth doing in Munich, and a great experience!","Dec 1, 2023",5.0
118,"Every time I visit Munich, I have to get several beers from here. The food is okay, the staff is friendly. We enjoy the live music and the overall experience.","Dec 18, 2022",5.0
119,"We had reservations for 6pm and that process was quiet annoying unfortunately. You walk in a big hall and there is no one there to greet you and there is no direction of what needs to be done. After talking to about 10 people and going all over the restaurant after 15-20 mins we finally got somewhere (yes, our group speaks German as well so there is no misunderstanding). After we got thru that whole fiasco and finally got seated everything was good. Our waiter Vicric was wonderful and personable. They spoke both German and English for our group for people who did not understand German. We had a great time and the food was ok. Seeing it a big tourist spot you can always find better at a mom and pop place but it still was not bad. Of course the beer is great and reasonably priced. All the history with the place it was a great experience and something I think everyone in the area should enjoy atleast once to say they have.","May 5, 2023",4.0
120,Food was good and the beer was better! The music transported us back to the ultimate Bavarian beer hall. It was always a party atmosphere. Way to warm to really enjoy ourselves but we had a good time anyway.,"Oct 11, 2023",4.0
121,"I guess this is a must visit place when visiting Munich, at least once for the experience. Hofbräuhaus is a very large beer house which is quite busy, loud, lots of activity, and it can be fun. There is a band that plays Bavarian music but not continuously as they take short breaks between each set. But when they do play, it gets the crowd excited and on their feet. The beer is good and the food is your typical German/Bavarian stuff, and the prices are average. This place is an institution and draws locals and lots of tourists. Check it out and you can say you've visited one of the largest and famous beer houses in Munich.","Mar 27, 2023",4.0
122,"I mean I wasn't going to come to München for 24 hours and NOT see the Hofbrauhaus?! Is it touristy - a bit, but I saw plenty of German people there too enjoying beer and food. The beer was good, what I would expect. I enjoyed a nice Liter of Oktoberfest Bier, and then a lovely lady came around selling pretzels and I was in heaven. You guys don't understand how much I love a German Pretzel. They are massive too! I obviously couldn't leave without having a Dunkel, though as I was a bit delirious from the travel over from Denver I thought it wise to get the smaller one. I didn't get any food because I had another spot I wanted to check out, but it all looked pretty dang good.Service is a bit slow, you just kind of have to make eye contact and get your order in, but that's because there are only a few people taking care of the whole area, and let me tell you the staff is hustling, they have got to be burning 10000 cals in a shift so cut them some slack! I thought they were very nice and it was fine by me!","Sep 15, 2021",5.0
123,Really great atmosphere and food and they had music to welcome us when we arrived and lots of tables and chairs and no booking required,"Dec 10, 2023",5.0
124,Amazing experience atmosphere Beer and food with live music. Definitely a must if you are in Munich,"Apr 29, 2023",5.0
125,I think if you're looking for the authentic beer house experience this is a can't miss. Seating it first come first find. So if you're going with a large group go on weekdays or off peak hours.  Prices are reasonable and the food is very good. Beer quality goes without saying.  Wait staff was nice but very busy when we were there.,"Oct 19, 2022",4.0
126,It's aight. It's Budweiser in Germany. If you want a real German experience I recommend augustiner,"May 29, 2023",3.0
127,Great place to enjoy German beer and food.  Just head in and find an open spot and make some new friends.  Good live music as well.,"Sep 29, 2022",4.0
128,"The Bavarian Experience - complete with delicious food, appropriately rowdy guests, an entertaining brass band, and wonderful service. 10/10 recommend. All are welcome.","Aug 1, 2022",5.0
129,The worst service I've ever had. Rude and entitled. Couldn't manage to get a pretzel to us at the same time- lol a pretzel - made an excuse. Recommend- skip it and go to the Augustiner across the street.l- so much better.,"Oct 10, 2023",1.0
130,A must try if in Munich.  Traditional setting and food.  Loved the experience but the food was just not my thing.  The pork knuckle was good but nothing great.  The locals were loving it though.    Service was good.,"Oct 21, 2023",3.0
131,I had been to the Las Vegas Hofbräuhaus before but I certainly had long wanted to visit the original.  This is certainly a fantastic and historic structure and both the inside and outside beer hall and beer gardens were everything I would have dreamed they could be.  I also had the added bonus of being able to visit during Oktoberfest which just added to the joyful ambiance of the space.  The food and beer were all some of the best I had during my time in Germany.Pro-Tip: If you get exhausted looking for a seat at the Oktoberfest tents you can just go to one of the breweries for a similar experience with much easier to find seats.,"Jan 11, 2020",4.0
132,"This place is definitely an experience! I can't speak about the food because my husband and I only drank our meal here, but the atmosphere and service and entertainment were pretty great.   We came on the evening of the 25th of december and I remember reading reviews that it is always a mad house with about a 2hr wait.... Which is insane because this place is 3 gigantic floors of tables & chairs. But on the 25th, it was not a mad house. It was packed, but there was still plenty of room for us to sit and grab a giant beer. There was a live band playing when we walked in and they were great! Traditional German beer hall music. It was like we walked into a movie. There was this one really drunk, really big customer trying to be the maestro for the band, it was pretty hilarious.  A few days later my husband & I decided to go back for another beer before dinner out, but this time it was the aforementioned mad house. Every floor was filled to the brim, there were tons of people waiting for tables. We did not stay. I'm just glad we went on the 25th!  I will try to go again the next time I'm in Munich. Lots of fun!","Jan 10, 2020",4.0
133,"Hofbräuhaus is widely known as the world's most famous beer hall. When in Munich, it's a definite must-visit. While they now have locations around the world, Munich is the original where it all began in the year 1589. This beer hall is not just world famous, but very historic.My friends and I stopped in here on a Friday night around 6pm without reservations. We were very lucky to find a group that was leaving, so we quickly grabbed their table. If you can, try to make reservations, because this is one of the most popular places to drink in town, especially during Oktoberfest.Unfortunately, I didn't take too many pictures here, but my friends and I enjoyed a mass (~34 oz.) of beer each and I ordered spaetzle for dinner. The food was good and the beer paired well. The atmosphere is definitely fun and lively. Service was decently quick considering the chaos. Though Hofbrauhaus was not my favorite beer hall that we visited in Munich, it is definitely worth checking out.","Nov 15, 2019",4.0
134,"This was everything I wanted it to be and more. After finding out our included dinner at our hotel would be chicken and rice, my cousin suggested going out to dinner. I conceded the hotel dinner if we could eat here. I'm so glad we did!First off, there are 2 dining areas. There is a more formal, relaxed area on the 2nd floor. Then there is the beer hall area - which is where we were headed. You basically have to stalk the room for a place to sit and then you are going to be sitting with strangers (unless you have 6-8 people). It is complete chaos and craziness and I loved every minute. After getting our server's attention, we ordered beer and food. I opted for the Radler liter and roast beef. The beer was delicious and the food was amazing. I loved the sauce on the roast beef. There is a band that plays and a toasting song that the locals sing along with. There is also a souvenir shop to visit as well. We sat with some guys from Slovenia who will give me stories to tell for ages. Definitely come by here if you are in Munich!","Dec 13, 2019",5.0
135,"One of the busiest restaurants I've ever seen. Complete chaos. No real rules on where to sit or how to order. Truly a free-for-all.Whether I knew this beforehand or not didn't really keep me from coming here, as I was told while in Munich this place was not to be missed. I could see why, but also if you have any kind of social anxiety or get claustrophobic in a crowd I highly recommend not coming here.I finagled my way into a table shared with many others. A nice non-English speaking German gentleman assisted me in getting a very large...nay, gigantic vat of beer. Apparently there is only one size. As I two-handedly drank my liter of beer, I patiently awaited my food (schnitzel, a crowd favorite and house specialty) and listened to the traditional music played by a band of men donning lederhosen. What a sight! Although my food took nearly an hour (and wasn't that warm or good) and the place was packed full of all of Munich, I'm glad I went. With a unique ambience and the kindness of locals I'll always have a story to tell about the city.","Dec 6, 2019",3.0
